倒序	倒序 ‮
鎖定	鎖定 🔒
他	他 👤
他们	他们 👥
他們	他們 👥
塔吉克	塔吉克 🇹🇯
塔吉克斯坦	塔吉克斯坦 🇹🇯
塔可	塔可 🌮
台风	台风 🌀
台历	台历 📆
台球	台球 🎱
台式机	台式机 🖥
台湾	台湾 🇹🇼
臺曆	臺曆 📆
臺式機	臺式機 🖥
臺灣	臺灣 🇹🇼
颱風	颱風 🌀
檯球	檯球 🎱
太感谢	太感谢 🙏
太感謝	太感謝 🙏
太好了	太好了 🙆
太极	太极 ☯
太极虎	太极虎 🇰🇷
太极旗	太极旗 🇰🇷
太極	太極 ☯
太極虎	太極虎 🇰🇷
太極旗	太極旗 🇰🇷
太可怕	太可怕 😨
太难	太难 😵
太难了	太难了 😵
太難	太難 😵
太難了	太難了 😵
太阳	太阳 ☀ 🌞
太阳镜	太阳镜 🕶
太阳伞	太阳伞 ☂
太阳神	太阳神 🌞
太陽	太陽 ☀ 🌞
太陽鏡	太陽鏡 🕶
太陽傘	太陽傘 ☂
太陽神	太陽神 🌞
太阴	太阴 🌝
太陰	太陰 🌝
泰国	泰国 🇹🇭
泰國	泰國 🇹🇭
摊开手	摊开手 👐
攤開手	攤開手 👐
坦桑尼亚	坦桑尼亚 🇹🇿
坦桑尼亞	坦桑尼亞 🇹🇿
坦尚尼亚	坦尚尼亚 🇹🇿
坦尚尼亞	坦尚尼亞 🇹🇿
叹号	叹号 ❕ ❗
叹气	叹气 😔
叹问号	叹问号 ⁉
探长	探长 🕵
探長	探長 🕵
嘆號	嘆號 ❕ ❗
嘆氣	嘆氣 😔
嘆問號	嘆問號 ⁉
汤加	汤加 🇹🇴
汤面	汤面 🍜
湯加	湯加 🇹🇴
湯麵	湯麵 🍜
糖	糖 🍬
糖果	糖果 🍬
糖果球	糖果球 🎊
糖菓球	糖菓球 🎊
糖葫芦	糖葫芦 🍡
糖葫蘆	糖葫蘆 🍡
逃离	逃离 💨
逃離	逃離 💨
逃跑	逃跑 💨
桃	桃 🍑
桃花	桃花 🌸
桃心	桃心 ♥ ❤
桃子	桃子 🍑
讨厌	讨厌 😣 😩
討厭	討厭 😣 😩
特价	特价 🉐
特價	特價 🉐
特克斯和凯科斯群岛	特克斯和凯科斯群岛 🇹🇨
特克斯和凱科斯群島	特克斯和凱科斯群島 🇹🇨
特里斯坦达库尼亚	特里斯坦达库尼亚 🇸🇭
特里斯坦達庫尼亞	特里斯坦達庫尼亞 🇸🇭
特立尼达和多巴哥	特立尼达和多巴哥 🇹🇹
特立尼達和多巴哥	特立尼達和多巴哥 🇹🇹
特殊符号	特殊符号 🔣
特殊符號	特殊符號 🔣
踢球	踢球 ⚽
提款	提款 🏧
提款机	提款机 🏧
提款機	提款機 🏧
提琴	提琴 🎻
提取行李	提取行李 🛄
提醒	提醒 ⏰ 🔔
体温计	体温计 🌡
体育场	体育场 🏟
体育馆	体育馆 🏟
體溫計	體溫計 🌡
體育場	體育場 🏟
體育館	體育館 🏟
剃头	剃头 💇
剃頭	剃頭 💇
天啊	天啊 😟 😦 😱 🙀
天才	天才 😇
天秤座	天秤座 ♎
天房	天房 🕋
天妇罗	天妇罗 🍤
天婦羅	天婦羅 🍤
天狗	天狗 👺
天吶	天吶 😟 😱 🙀
天呐	天呐 😟 😱 🙀
天平	天平 ⚖
天枰座	天枰座 ♎
天气	天气 ☀ ☁ ☔ ⛄ ⛅ ❄ 🌀 🌁 🌂
天氣	天氣 ☀ ☁ ☔ ⛄ ⛅ ❄ 🌀 🌁 🌂
天晴	天晴 ☀
天使	天使 👼 😇
天使宝宝	天使宝宝 👼
天使寶寶	天使寶寶 👼
天文	天文 ✨ 🌌 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌚 🌛 🌜 🌝 🌞 🌟 🌠 🔭
天文观察	天文观察 🔭
天文觀察	天文觀察 🔭
天线	天线 📡
天線	天線 📡
天蝎座	天蝎座 ♏
天蠍座	天蠍座 ♏
天阴	天阴 🌥
天陰	天陰 🌥
天主教堂	天主教堂 ⛪
甜点	甜点 🍮
甜點	甜點 🍮
甜瓜	甜瓜 🍈
甜品	甜品 🍮
甜甜圈	甜甜圈 🍩
甜筒	甜筒 🍦
条城	条城 🏯
条幅星	条幅星 ❇
条子	条子 👮
條城	條城 🏯
條幅星	條幅星 ❇
條子	條子 👮
跳动的心	跳动的心 💓
跳動的心	跳動的心 💓
跳舞	跳舞 💃
铁锤	铁锤 🔨
铁道	铁道 🛤
铁道车	铁道车 🚃
铁轨	铁轨 🛤
铁链	铁链 ⛓
铁路	铁路 🛤
铁索	铁索 ⛓ 🔗
铁塔	铁塔 🗼
鐵鎚	鐵鎚 🔨
鐵道	鐵道 🛤
鐵道車	鐵道車 🚃
鐵軌	鐵軌 🛤
鐵鏈	鐵鏈 ⛓
鐵路	鐵路 🛤
鐵索	鐵索 ⛓ 🔗
鐵塔	鐵塔 🗼
听	听 👂
听不到	听不到 🙉
听不懂	听不懂 😵
听不下去	听不下去 😞
听广播	听广播 📻
听筒	听筒 📞
听唔到	听唔到 🙉
听音乐	听音乐 🎧
聽	聽 👂
聽不到	聽不到 🙉
聽不懂	聽不懂 😵
聽不下去	聽不下去 😞
聽廣播	聽廣播 📻
聽筒	聽筒 📞
聽唔到	聽唔到 🙉
聽音樂	聽音樂 🎧
庭院	庭院 🏡
停	停 ⛔
停车	停车 🅿
停车场	停车场 🅿
停車	停車 🅿
停車場	停車場 🅿
停止	停止 ⏹ 🙌
停止播放	停止播放 ⏹
通关检查	通关检查 🛂
通關檢查	通關檢查 🛂
通过	通过 ✔
通過	通過 ✔
通心粉	通心粉 🍝
通讯	通讯 📞 📡
通訊	通訊 📞 📡
同意	同意 🙆
同志	同志 👬
童话	童话 👸 👿
童話	童話 👸 👿
痛苦	痛苦 😖 😲
偷笑	偷笑 😏
头骨	头骨 💀
头巾	头巾 👳
头像	头像 🎭 👤 👥 👦 👧 👨 👩 👮 👯 👰 👱 👲 👳 👴 👵 👶 👷 👸 👹 👺 👻 👼 👽 👾 👿 💀 💁 💂 💃 💆 💇 🙅 🙆 🙇 🙈 🙉 🙊 🙋 🙍 🙎
头晕目眩	头晕目眩 💫
投票	投票 🗳
投票箱	投票箱 🗳
骰子	骰子 🎲
頭骨	頭骨 💀
頭巾	頭巾 👳
頭像	頭像 🎭 👤 👥 👦 👧 👨 👩 👮 👯 👰 👱 👲 👳 👴 👵 👶 👷 👸 👹 👺 👻 👼 👽 👾 👿 💀 💁 💂 💃 💆 💇 🙅 🙆 🙇 🙈 🙉 🙊 🙋 🙍 🙎
頭暈目眩	頭暈目眩 💫
突尼斯	突尼斯 🇹🇳
突尼西亚	突尼西亚 🇹🇳
突尼西亞	突尼西亞 🇹🇳
图表	图表 ?? 📉
图钉	图钉 📌 📍
图瓦卢	图瓦卢 🇹🇻
涂指甲	涂指甲 💅
塗指甲	塗指甲 💅
圖表	圖表 📈 📉
圖釘	圖釘 📌 📍
圖瓦盧	圖瓦盧 🇹🇻
土耳其	土耳其 🇹🇷
土豪	土豪 💰
土克斯及开科斯群岛	土克斯及开科斯群岛 🇹🇨
土克斯及開科斯群島	土克斯及開科斯群島 🇹🇨
土库曼	土库曼 🇹🇲
土库曼斯坦	土库曼斯坦 🇹🇲
土庫曼	土庫曼 🇹🇲
土庫曼斯坦	土庫曼斯坦 🇹🇲
吐舌	吐舌 😛
吐舌头	吐舌头 😋 😛
吐舌頭	吐舌頭 😋 😛
吐司	吐司 🍞
吐瓦鲁	吐瓦鲁 🇹🇻
吐瓦魯	吐瓦魯 🇹🇻
兔	兔 🐇 🐰
兔脸	兔脸 🐰
兔臉	兔臉 🐰
兔年	兔年 🐰
兔女	兔女 👯
兔女郎	兔女郎 👯
兔肉	兔肉 🐇
兔头	兔头 🐰
兔頭	兔頭 🐰
兔子	兔子 🐇 🐰
兔子脸	兔子脸 🐰
兔子臉	兔子臉 🐰
团子	团子 🍡
團子	團子 🍡
糰子	糰子 🍡
推杯换盏	推杯换盏 🍻
推杯換盞	推杯換盞 🍻
退回	退回 🔙
托克劳	托克劳 🇹🇰
托克勞	托克勞 🇹🇰
托运	托运 🛄
拖拉机	拖拉机 🚜
拖拉機	拖拉機 🚜
託運	託運 🛄
脫殻而出	脫殻而出 🐣
脱壳而出	脱壳而出 🐣
哇	哇 😃 😯
哇哦	哇哦 😃 😯
哇喔	哇喔 😯
娃	娃 👶
娃娃	娃娃 👶
蛙	蛙 🐸
瓦肯	瓦肯 🖖
瓦利斯和富图纳	瓦利斯和富图纳 🇼🇫
瓦利斯和富圖納	瓦利斯和富圖納 🇼🇫
瓦努阿图	瓦努阿图 🇻🇺
瓦努阿圖	瓦努阿圖 🇻🇺
外汇	外汇 💱 💹
外匯	外匯 💱 💹
外蒙	外蒙 🇲🇳
外蒙古	外蒙古 🇲🇳
外星人	外星人 👽
弯曲线	弯曲线 ➰
弯月	弯月 🌛 🌜
彎曲線	彎曲線 ➰
彎月	彎月 🌛 🌜
丸子	丸子 🍡
完成	完成 ✅
完了	完了 😔
玩火	玩火 🔥
玩牌	玩牌 🃏
玩笑	玩笑 😜
玩游戏	玩游戏 🎮
玩遊戲	玩遊戲 🎮
顽皮	顽皮 😜
頑皮	頑皮 😜
晚安	晚安 💤 😴
晚上	晚上 🌃
碗筷	碗筷 🍽
万岛国	万岛国 🇳🇴
万佛之国	万佛之国 🇹🇭
万那杜	万那杜 🇻🇺
万圣节	万圣节 🎃
万岁	万岁 🙌
腕表	腕表 ⌚
萬島國	萬島國 🇳🇴
萬佛之國	萬佛之國 🇹🇭
萬那杜	萬那杜 🇻🇺
萬聖節	萬聖節 🎃
萬歲	萬歲 🙌
王妃	王妃 👸
王冠	王冠 👑
王后	王后 👸
王女	王女 👸
网	网 🕸
网球	网球 🎾
网球衫	网球衫 🎽
網	網 🕸
網球	網球 🎾
網球衫	網球衫 🎽
望远镜	望远镜 🔭
望遠鏡	望遠鏡 🔭
危地马拉	危地马拉 🇬🇹
危地馬拉	危地馬拉 🇬🇹
危险	危险 ⚠ 🚨
危險	危險 ⚠ 🚨
微风	微风 🍃
微風	微風 🍃
微笑	微笑 ☺ 😁 😃 😄 😊 😸 🙂
为何	为何 🤔
为啥	为啥 🤔
为甚么	为甚么 🤔
唯利是图	唯利是图 🤑
唯利是圖	唯利是圖 🤑
维德角	维德角 🇨🇻
爲何	爲何 🤔
爲啥	爲啥 🤔
爲甚麼	爲甚麼 🤔
維德角	維德角 🇨🇻
委内瑞拉	委内瑞拉 🇻🇪
委內瑞拉	委內瑞拉 🇻🇪
委屈	委屈 🙎
卫兵	卫兵 💂
卫门	卫门 💂
卫生间	卫生间 🚻 🚾
卫士	卫士 💂
卫星	卫星 🛰
卫星天线	卫星天线 📡
卫星通讯	卫星通讯 📡
未成年禁止	未成年禁止 🔞
未完成	未完成 ❎
喂奶	喂奶 🍼
衛兵	衛兵 💂
衛門	衛門 💂
衛生間	衛生間 🚻 🚾
衛士	衛士 💂
衛星	衛星 🛰
衛星天線	衛星天線 📡
衛星通訊	衛星通訊 📡
餵奶	餵奶 🍼
温度计	温度计 🌡
温泉	温泉 ♨
溫度計	溫度計 🌡
溫泉	溫泉 ♨
文档	文档 📄
文檔	文檔 📄
文件	文件 📃 📄
文件袋	文件袋 🗂
文件档	文件档 📃
文件檔	文件檔 📃
文件柜	文件柜 🗄
文件櫃	文件櫃 🗄
文件夹	文件夹 📁 📂
文件夾	文件夾 📁 📂
文莱	文莱 🇧🇳
文书	文书 📃
文書	文書 📃
闻	闻 👃
聞	聞 👃
吻	吻 💋 😘
吻你	吻你 😘 😙 😽
问号	问号 ❓ ❔
问叹号	问叹号 ⁉
汶莱	汶莱 🇧🇳
汶萊	汶萊 🇧🇳
問號	問號 ❓ ❔
問嘆號	問嘆號 ⁉
喔	喔 😮 😶
喔耶	喔耶 ✌
蜗	蜗 🐌
蜗牛	蜗牛 🐌
蝸	蝸 🐌
蝸牛	蝸牛 🐌
我爱你	我爱你 😘
我愛你	我愛你 😘
我操	我操 😧
我的天	我的天 😱 🙀
握笔	握笔 ✍
握筆	握筆 ✍
乌干达	乌干达 🇺🇬
乌龟	乌龟 🐢
乌克兰	乌克兰 🇺🇦
乌拉圭	乌拉圭 🇺🇾
乌云	乌云 ☁
乌兹别克	乌兹别克 🇺🇿
乌兹别克斯坦	乌兹别克斯坦 🇺🇿
汙染	汙染 😷
污染	污染 🏭 😷
呜呜	呜呜 😖
呜呜呜	呜呜呜 😖
屋	屋 🏠
屋企	屋企 🏠 🏡
烏干達	烏干達 🇺🇬
烏龜	烏龜 🐢
烏克蘭	烏克蘭 🇺🇦
烏拉圭	烏拉圭 🇺🇾
烏雲	烏雲 ☁
烏兹別克	烏兹別克 🇺🇿
烏兹別克斯坦	烏兹別克斯坦 🇺🇿
烏茲别克	烏茲别克 🇺🇿
嗚嗚	嗚嗚 😖
嗚嗚嗚	嗚嗚嗚 😖
无	无 🈚
无表情	无表情 😐
无辜	无辜 😐
无话可说	无话可说 😶
无口	无口 😶
无聊	无聊 😞 😴
无能为力	无能为力 👐
无视	无视 😾
无所谓	无所谓 💁 😌
无望	无望 🙍
无尾熊	无尾熊 🐨
无烟区	无烟区 🚭
无邮件	无邮件 📪
无语	无语 💬 😓 😶
无障碍	无障碍 ♿
无障碍设施	无障碍设施 ♿
无助	无助 🙍
唔畀睇	唔畀睇 🙈
唔畀讲	唔畀讲 🙊
唔畀講	唔畀講 🙊
唔畀听	唔畀听 🙉
唔畀聽	唔畀聽 🙉
唔得	唔得 🙅
唔关我事	唔关我事 💁
唔關我事	唔關我事 💁
唔好讲	唔好讲 🙊
唔好講	唔好講 🙊
唔好意思	唔好意思 🙏
唔明	唔明 😵
唔知	唔知 😲
無	無 🈚
無表情	無表情 😐
無辜	無辜 😐
無話可說	無話可說 😶
無口	無口 😶
無聊	無聊 😞 😴
無能為力	無能為力 👐
無視	無視 😾
無所謂	無所謂 💁 😌
無望	無望 🙍
無尾熊	無尾熊 🐨
無煙區	無煙區 🚭
無郵件	無郵件 📪
無語	無語 💬 😓 😶
無障礙	無障礙 ♿
無障礙設施	無障礙設施 ♿
無助	無助 🙍
五	五 5⃣
五点	五点 🕔
五点半	五点半 🕠
五点钟	五点钟 🕔
五點	五點 🕔
五點半	五點半 🕠
五點鐘	五點鐘 🕔
五角星	五角星 ⭐
五星红旗	五星红旗 🇨🇳
五星紅旗	五星紅旗 🇨🇳
五指	五指 🖐
坞	坞 ⚓
捂耳朵	捂耳朵 🙉
捂嘴	捂嘴 🙊
塢	塢 ⚓
舞	舞 💃
舞蹈	舞蹈 💃
舞蹈家	舞蹈家 💃
舞动之心	舞动之心 💞
舞動之心	舞動之心 💞
舞娘	舞娘 💃
舞女	舞女 💃
舞者	舞者 💃
勿丢垃圾	勿丢垃圾 🚯
勿扰	勿扰 🔕
勿擾	勿擾 🔕
勿扔垃圾	勿扔垃圾 🚯
勿视	勿视 🙈
勿視	勿視 🙈
雾	雾 🌁 🌫
雾霾	雾霾 🌁 🌫
雾蒙蒙	雾蒙蒙 🌁
雾气	雾气 🌁
霧	霧 🌁 🌫
霧霾	霧霾 🌁 🌫
霧濛濛	霧濛濛 🌁
霧氣	霧氣 🌁
夕阳	夕阳 🌆 🌇
夕陽	夕陽 🌆 🌇
西班牙	西班牙 🇪🇸
西班牙国旗	西班牙国旗 🇪🇸
西班牙國旗	西班牙國旗 🇪🇸
西部	西部 🏜
西餐	西餐 🍴 🍽
西方人	西方人 👱
西瓜	西瓜 🍉
西红柿	西红柿 🍅
西紅柿	西紅柿 🍅
吸烟	吸烟 🚬
吸烟区	吸烟区 🚬
吸煙	吸煙 🚬
吸煙區	吸煙區 🚬
希腊	希腊 🇬🇷
希臘	希臘 🇬🇷
锡和橡胶王国	锡和橡胶王国 🇲🇾
嘻嘻	嘻嘻 😁 😄
錫和橡膠王國	錫和橡膠王國 🇲🇾
习题	习题 📖
習題	習題 📖
洗手间	洗手间 🚻
洗手間	洗手間 🚻
洗浴	洗浴 🛀 🛁
洗澡	洗澡 🚿 🛀 🛁
喜欢	喜欢 ☺ 💓 😍 😻
喜欢你	喜欢你 😍 😻
喜歡	喜歡 ☺ 💓 😍 😻
喜歡你	喜歡你 😍 😻
喜极而泣	喜极而泣 😂 😹
喜極而泣	喜極而泣 😂 😹
戏剧	戏剧 🎩 🎭
戏曲	戏曲 🎭
戏院	戏院 🎥 🎬
戲劇	戲劇 🎩 🎭
戲曲	戲曲 🎭
戲院	戲院 🎥 🎬
虾卷	虾卷 🍤
虾蟆	虾蟆 🐸
虾米	虾米 🍤
蝦捲	蝦捲 🍤
蝦蟆	蝦蟆 🐸
蝦米	蝦米 🍤
下	下 ⬇
下边	下边 👇
下邊	下邊 👇
下大雨	下大雨 ☔
下面	下面 👇
下头	下头 👇
下頭	下頭 👇
下午好	下午好 🙂
下弦月	下弦月 🌗 🌜
下雪	下雪 ❄ 🌨
下一个	下一个 ▶
下一個	下一個 ▶
下一首	下一首 ⏭
下雨	下雨 ☔
下载	下载 ⏬
下载邮件	下载邮件 📩
下載	下載 ⏬
下載郵件	下載郵件 📩
吓	吓 😦
吓人	吓人 😱 🙀
吓死	吓死 😱 🙀
嚇人	嚇人 😱 🙀
嚇死	嚇死 😱 🙀
仙女棒	仙女棒 🎇
仙人掌	仙人掌 🌵
鲜花	鲜花 💐
鮮花	鮮花 💐
显微镜	显微镜 🔬
顯微鏡	顯微鏡 🔬
线圈本	线圈本 🗒
線圈本	線圈本 🗒
相机	相机 📷
相機	相機 📷
相框	相框 🖼
相声	相声 🎭
相聲	相聲 🎭
香槟	香槟 🍾
香檳	香檳 🍾
香草	香草 🌿
香岛	香岛 🇰🇲
香島	香島 🇰🇲
香港	香港 🇭🇰
香瓜	香瓜 🍈
香锅	香锅 🍲
香鍋	香鍋 🍲
香蕉	香蕉 🍌
详情	详情 🔎
详细	详细 🔎
詳情	詳情 🔎
詳細	詳細 🔎
享受	享受 ☺
响铃	响铃 🔔
想不通	想不通 🤔
想吃	想吃 😍 😻
想喫	想喫 😍 😻
想法	想法 💡 💭
想想	想想 😕
想象中	想象中 💭
響鈴	響鈴 🔔
向钱看	向钱看 🤑
向錢看	向錢看 🤑
向日葵	向日葵 🌻
向上	向上 👆 🔼
向上符号	向上符号 ⏫
向上符號	向上符號 ⏫
向上箭头	向上箭头 ⬆
向上箭頭	向上箭頭 ⬆
向上趋势图	向上趋势图 📈
向上趨勢圖	向上趨勢圖 📈
向上手势	向上手势 👆
向上手勢	向上手勢 👆
向下	向下 👇 🔽
向下符号	向下符号 ⏬
向下符號	向下符號 ⏬
向下箭头	向下箭头 ⬇
向下箭頭	向下箭頭 ⬇
向下趋势图	向下趋势图 📉
向下趨勢圖	向下趨勢圖 📉
向下手势	向下手势 👇
向下手勢	向下手勢 👇
向右	向右 ▶ 👉
向右符号	向右符号 ⏩
向右符號	向右符號 ⏩
向右回转	向右回转 ↪
向右迴轉	向右迴轉 ↪
向右箭头	向右箭头 ➡
向右箭頭	向右箭頭 ➡
向右手势	向右手势 👉
向右手勢	向右手勢 👉
向左	向左 ◀ 👈
向左符号	向左符号 ⏪
向左符號	向左符號 ⏪
向左回转	向左回转 ↩
向左迴轉	向左迴轉 ↩
向左箭头	向左箭头 ⬅
向左箭頭	向左箭頭 ⬅
向左手势	向左手势 👈
向左手勢	向左手勢 👈
象	象 🐘
象牙海岸	象牙海岸 🇨🇮
像素游戏	像素游戏 👾
像素遊戲	像素遊戲 👾
消防车	消防车 🚒
消防車	消防車 🚒
小巴	小巴 🚐
小巴士	小巴士 🚐
小白方	小白方 ▫
小白鼠	小白鼠 🐁
小白兔	小白兔 🐇
小包	小包 👝
小包包	小包包 👝
小丑	小丑 🃏
小船	小船 🚣
小刀	小刀 🔪
小岛	小岛 🏝
小島	小島 🏝
小滴	小滴 💧
小惡魔	小惡魔 👿
小恶魔	小恶魔 👿
小贩	小贩 👲
小販	小販 👲
小方块	小方块 ▪ ▫
小方塊	小方塊 ▪ ▫
小飞机	小飞机 🛩
小飛機	小飛機 🛩
小狗	小狗 🐶
小孩	小孩 👦 👧
小黑方	小黑方 ▪
小鸡	小鸡 🐣 🐤 🐥
小鸡宝宝	小鸡宝宝 🐤
小雞	小雞 🐣 🐤 🐥
小雞寶寶	小雞寶寶 🐤
小轿车	小轿车 🚗 🚘
小轎車	小轎車 🚗 🚘
小精灵	小精灵 👾
小精靈	小精靈 👾
小菱形	小菱形 🔸 🔹
小鸟	小鸟 🐦
小鳥	小鳥 🐦
小气	小气 🙁
小气鬼	小气鬼 🙁
小氣	小氣 🙁
小氣鬼	小氣鬼 🙁
小憩	小憩 😑
小区	小区 🏘
小區	小區 🏘
小三角	小三角 🔺 🔻
小声	小声 🔉
小聲	小聲 🔉
小鼠	小鼠 🐁
小说	小说 📕
小說	小說 📕
小提琴	小提琴 🎻
小童	小童 👦 👧
小童厕所	小童厕所 🚼
小童廁所	小童廁所 🚼
小王	小王 🃏
小写字母	小写字母 🔡
小寫字母	小寫字母 🔡
小心儿童	小心儿童 🚸
小心兒童	小心兒童 🚸
小行星	小行星 💫
小学	小学 🏫
小學	小學 🏫
小样	小样 😠 😾
小樣	小樣 😠 😾
小鱼	小鱼 🐟
小魚	小魚 🐟
小猪	小猪 🐷
小豬	小豬 🐷
晓不得	晓不得 😲
曉不得	曉不得 😲
咲	咲 😄 😊
校巴	校巴 🚍
校车	校车 🚍
校車	校車 🚍
笑	笑 😄 😊 😸
笑不可抑	笑不可抑 😂 😹
笑出眼泪	笑出眼泪 😂
笑出眼淚	笑出眼淚 😂
笑哭	笑哭 😂 😹
笑脸	笑脸 ☺ 😃 😊
笑臉	笑臉 ☺ 😃 😊
笑了	笑了 😄 😸
笑容	笑容 😃 😊
笑眼	笑眼 😄
笑一个	笑一个 😬
笑一個	笑一個 😬
蝎	蝎 🦂
蝎子	蝎子 🦂
蠍	蠍 🦂
蠍子	蠍子 🦂
邪惡	邪惡 😈
邪恶	邪恶 😈
鞋	鞋 👞 👟 👠 👡
鞋子	鞋子 👞 👡
写	写 ✍
写信	写信 ✉ ✍
写字	写字 ✍
写字楼	写字楼 🏢
写作	写作 ✍ ✏
写作业	写作业 📝
寫	寫 ✍
寫信	寫信 ✉ ✍
寫字	寫字 ✍
寫字樓	寫字樓 🏢
寫作	寫作 ✍ ✏
寫作業	寫作業 📝
谢谢	谢谢 😎 🙏
謝謝	謝謝 😎 🙏
蟹	蟹 🦀
心	心 ❤ 💕 💖
心动	心动 💓
心動	心動 💓
心烦	心烦 😫
心煩	心煩 😫
心间	心间 💟
心間	心間 💟
心情	心情 💢 💣 💤 💥 💦 💧 💨 💩 💪 💫 💬 💯
心碎	心碎 💔
心叹号	心叹号 ❣
心歎號	心歎號 ❣
心田	心田 💟
心跳	心跳 💓 💗
心心相印	心心相印 💕 💞
心形装饰	心形装饰 💟
心形裝飾	心形裝飾 💟
心型装饰	心型装饰 💟
心型裝飾	心型裝飾 💟
心有灵犀	心有灵犀 💕 💞
心有靈犀	心有靈犀 💕 💞
心之舞	心之舞 💞
辛巴威	辛巴威 🇿🇼
辛苦	辛苦 💦
新	新 🆕
新干线	新干线 🚊
新幹線	新幹線 🚊
新加坡	新加坡 🇸🇬
新建	新建 🆕
新喀里多尼亚	新喀里多尼亚 🇳🇨
新喀里多尼亞	新喀里多尼亞 🇳🇨
新喀里多尼亞群島	新喀里多尼亞群島 🇳🇨
新款	新款 🆕
新年	新年 🎆
新娘	新娘 👰
新娘子	新娘子 👰
新手	新手 🔰
新闻	新闻 📰
新聞	新聞 📰
新西兰	新西兰 🇳🇿
新西蘭	新西蘭 🇳🇿
新邮件	新邮件 📭
新郵件	新郵件 📭
新月	新月 🌑 🌙 🌚
信	信 ✉
信封	信封 ✉
信号	信号 📶
信号灯	信号灯 🚥 🚦
信号状况	信号状况 📶
信號	信號 📶
信號燈	信號燈 🚥 🚦
信號狀況	信號狀況 📶
信件	信件 ✉
信你有鬼	信你有鬼 😒
信息	信息 ℹ 💻 💼 💽 💾 💿 📀 📝 📠 📡 📢 📣 📩 📫 📮 📰 📱 📲 📳 📴 📶 📷 📹 📺 📻 📼 🔊
信箱	信箱 📪 📫 📮
信用卡	信用卡 💳
星	星 ⭐
星光	星光 🌟
星号	星号 ✳ ✴
星号键	星号键 *⃣
星號	星號 ✳ ✴
星號鍵	星號鍵 *⃣
星加坡	星加坡 🇸🇬
星空	星空 🌃 🌌
星芒	星芒 🌟
星条旗	星条旗 🇺🇸
星條旗	星條旗 🇺🇸
星系	星系 🌌
星星	星星 ✨ ⭐ 🌟
星星符号	星星符号 ✳
星星符號	星星符號 ✳
星型	星型 ✴
星夜	星夜 🌃
星月旗	星月旗 🇹🇷
星座	星座 ♈ ♉ ♊ ♋ ♌ ♍ ♎ ♏ ♐ ♑ ♒ ♓ ⛎
行	行 🆗 👌 😎
行啊	行啊 😉
行动电话	行动电话 📱
行動電話	行動電話 📱
行李	行李 🛄
行李过机	行李过机 🛄
行李過機	行李過機 🛄
行李检查	行李检查 🛃
行李檢查	行李檢查 🛃
行李通查	行李通查 🛄
行李托管	行李托管 🛅
行人	行人 🚶
行人止歩	行人止歩 🚷
行走	行走 🚶
醒目	醒目 😇
姓名牌	姓名牌 📛
幸运	幸运 🍀
幸运草	幸运草 🍀
幸運	幸運 🍀
幸運草	幸運草 🍀
兄弟	兄弟 👬
兄弟情深	兄弟情深 👨‍❤‍👨
兄弟姊妹	兄弟姊妹 👫
匈牙利	匈牙利 🇭🇺
胸有成竹	胸有成竹 😼
胸针	胸针 🏵
胸針	胸針 🏵
雄狮	雄狮 🦁
雄獅	雄獅 🦁
熊	熊 🐻
熊脸	熊脸 🐻
熊臉	熊臉 🐻
熊猫	熊猫 🐼
熊猫脸	熊猫脸 🐼
熊貓	熊貓 🐼
熊貓臉	熊貓臉 🐼
熊市	熊市 📉
休閒車	休閒車 🚙
休閒鞋	休閒鞋 👟
休閒裝	休閒裝 👕
休旅车	休旅车 🚙
休旅車	休旅車 🚙
休息	休息 ♨ 😑
休息区	休息区 ⛽
休息區	休息區 ⛽
休闲车	休闲车 🚙
休闲鞋	休闲鞋 👟
休闲装	休闲装 👕
修理	修理 🔧
羞	羞 😚
羞愧	羞愧 😳
羞涩	羞涩 😚
羞澀	羞澀 😚
羞羞	羞羞 😚
秀肌肉	秀肌肉 💪
绣珍光碟	绣珍光碟 💽
绣珍光盘	绣珍光盘 💽
繡珍光碟	繡珍光碟 💽
繡珍光盤	繡珍光盤 💽
嘘	嘘 🖕
噓	噓 🖕
许可	许可 🉑
许可证	许可证 🎟
许愿	许愿 🎋
許可	許可 🉑
許可證	許可證 🎟
許願	許願 🎋
叙利亚	叙利亚 🇸🇾
叙利亞	叙利亞 🇸🇾
敘利亞	敘利亞 🇸🇾
宣誓	宣誓 ✊
喧哗	喧哗 🗣
喧嘩	喧嘩 🗣
玄武	玄武 🐢
悬浮列车	悬浮列车 🚟
旋风	旋风 🌀
旋風	旋風 🌀
旋律	旋律 🎶
旋木	旋木 🎠
旋钮	旋钮 🎛
旋鈕	旋鈕 🎛
旋转的心	旋转的心 💞
旋转的心形	旋转的心形 💞
旋转木马	旋转木马 🎠
旋轉的心	旋轉的心 💞
旋轉的心形	旋轉的心形 💞
旋轉木馬	旋轉木馬 🎠
漩涡	漩涡 🌀
漩渦	漩渦 🌀
懸浮列車	懸浮列車 🚟
选举	选举 🗳
选中	选中 ☑
選舉	選舉 🗳
選中	選中 ☑
靴	靴 👢
靴子	靴子 👢
学生	学生 🤓
学士	学士 🎓
学士帽	学士帽 🎓
学校	学校 🏫
學生	學生 🤓
學士	學士 🎓
學士帽	學士帽 🎓
學校	學校 🏫
雪	雪 🌨
