# 单字全码
缤	bbaaoo
浟	ydaiiu
又	ydaoo
游	ydaova
蚴	ydiaaa
黝	ydiaaa
邮	ydiaai
幽	ydiaao
蚰	ydiaia
蝤	ydiaou
蝣	ydiaov
由	ydiavi
囿	ydiavu
莜	ydiiii
悠	ydiioa
莸	ydiiua
攸	ydiiuv
莠	ydiiuv
铀	ydioia
铕	ydiovu
卣	ydivia
优	ydivua
佑	ydivuo
侑	ydivuu
呦	ydoaao
冘	ydoaua
诱	ydoauv
祐	ydoavu
宥	ydoovu
忧	ydoovu
羑	ydouua
猷	ydouvu
麀	ydovai
疣	ydovvu
鲉	yduaia
犹	yduavu
鱿	yduavu
鼬	yduiia
牖	yduioa
釉	yduoia
繇	yduoua
酉	ydviau
柚	ydviav
尢	ydvuaa
友	ydvuao
尤	ydvuao
右	ydvuoo
有	ydvuuu
槱	ydvvia
耰	ydvvvu
也	yeaiaa
液	yeaovi
野	yeiaao
曳	yeiavv
邺	yeiiai
业	yeiiou
铘	yeiova
拽	yeiuia
掖	yeiuov
揶	yeiuvi
倻	yeivii
吔	yeoaia
谒	yeoaoi
咽	yeoiav
晔	yeoiiu
喝	yeooiu
烨	yeouiu
叶	yeouoo
冶	yeovao
夜	yeoviu
噎	yeovoo
馌	yeuavo
射	yeuivi
爷	yeuoai
腋	yeuovi
邪	yevaai
耶	yeviai
页	yevuao
靥	yevuvu
椰	yevvii
验	yfaaiv
沇	yfaaou
渰	yfaivo
演	yfaooa
沿	yfauao
嫣	yfauvi
嬿	yfauvi
妍	yfauvv
湮	yfavia
漹	yfaviv
淹	yfavuo
滟	yfavvv
觃	yfiaai
眼	yfiaav
蜒	yfiaui
蝘	yfiavo
岩	yfiavu
崦	yfiavu
罨	yfiavu
菸	yfiiov
芫	yfiivv
掩	yfiuvu
俨	yfivii
虤	yfiviv
偃	yfivoi
甗	yfivva
弇	yfivvu
扊	yfoaou
谚	yfoaov
谳	yfoauo
咽	yfoiav
晏	yfoioo
阎	yfoiua
阉	yfoivu
闫	yfoivv
宴	yfoooi
戭	yfoova
恹	yfoovu
唁	yfoovv
烟	yfouia
剡	yfouii
炎	yfouou
焱	yfouou
焰	yfouua
烻	yfovui
兖	yfovuo
彦	yfovuu
颜	yfovvu
言	yfovvv
延	yfuiao
胭	yfuiav
鼹	yfuioi
衍	yfuuav
殷	yfuuua
筵	yfuvui
腌	yfuvuo
鄢	yfviai
严	yfviio
燕	yfvioo
歅	yfviua
焉	yfviva
酽	yfvivi
郾	yfvoai
盐	yfvoia
棪	yfvoou
埏	yfvoui
墕	yfvovi
堰	yfvovo
赝	yfvuao
檐	yfvuav
厣	yfvuia
奄	yfvuia
砚	yfvuia
黡	yfvuia
雁	yfvuii
餍	yfvuio
魇	yfvuui
厌	yfvuvu
䶮	yfvuvv
研	yfvuvv
琰	yfvvou
艳	yfvvua
缨	ygaaao
溁	ygaiio
滢	ygaiio
潆	ygaiio
婴	ygaoau
鹦	ygaoua
罂	ygaouv
瀛	ygaova
盈	ygauia
媖	ygauii
蝇	ygiaoi
颙	ygiavu
荥	ygiiaa
萦	ygiiaa
英	ygiiia
萤	ygiiia
蓥	ygiiio
营	ygiioo
荧	ygiiou
莺	ygiiua
䓨	ygiiuv
茔	ygiivo
莹	ygiivv
锳	ygioii
撄	ygiuao
嘤	ygoaoa
映	ygoiia
影	ygoiuu
郢	ygovai
瘿	ygovao
应	ygovoo
嬴	ygovou
赢	ygovou
鹰	ygovua
膺	ygovuu
迎	yguaoa
颍	yguavu
颖	yguavu
媵	yguouv
樱	ygvaoa
楹	ygvaua
硬	ygvuvi
璎	ygvvao
瑛	ygvvii
约	yhaaua
瀹	yhaivo
钥	yhiouu
钺	yhiova
龠	yhivoo
说	yhoaou
哕	yhoiai
曰	yhoii
阅	yhoiou
跃	yhoiuv
悦	yhooou
爚	yhouiv
乐	yhuaiu
岳	yhuiia
刖	yhuiii
粤	yhuiva
月	yhuu
籥	yhuviv
戉	yhvaau
越	yhvova
栎	yhvuai
樾	yhvvoi
玥	yhvvuu
乙	ykaa
绎	ykaaao
驿	ykaaao
彝	ykaaou
缢	ykaaou
洢	ykaiav
潩	ykaiav
浥	ykaoai
贻	ykaoao
翼	ykaoia
以	ykaoii
翌	ykaoov
溢	ykaouv
矣	ykaouv
羿	ykaovu
㴔	ykauaa
漪	ykauau
沂	ykauuv
姨	ykauva
嫕	ykauvu
已	ykavaa
尾	ykavuv
异	ykavvu
亿	ykiaa
峄	ykiaao
眙	ykiaao
遗	ykiaoa
蜴	ykiaoi
佁	ykiaoo
蛇	ykiaoo
蚁	ykiaou
螠	ykiaou
嶷	ykiaua
黟	ykiaua
屹	ykiauv
伊	ykiavv
艺	ykiiaa
苡	ykiiao
薏	ykiiov
艾	ykiiuo
荑	ykiiva
钇	ykioaa
食	ykioav
镒	ykioou
铱	ykioov
镱	ykioov
仪	ykiouo
㑊	ykiovu
依	ykiovu
挹	ykiuoa
佾	ykiuou
揖	ykiuov
抑	ykiuua
仡	ykiuva
佚	ykiuvv
倚	ykivuo
译	ykoaao
诒	ykoaao
邑	ykoaiv
谊	ykoaoo
议	ykoaou
扆	ykoaov
扅	ykoaua
诣	ykoaua
祎	ykoavv
咿	ykoiav
呓	ykoiia
易	ykoiua
忆	ykooaa
怡	ykooao
怿	ykooao
宜	ykooia
悒	ykoooa
嗌	ykoouv
宧	ykoovi
噫	ykoovo
熠	ykouao
益	ykouia
义	ykouoo
燚	ykouou
翊	ykovao
咦	ykovav
廙	ykovia
裔	ykovia
意	ykovoa
裛	ykovoa
癔	ykovov
毅	ykovua
疫	ykovua
衣	ykovua
亦	ykovui
旖	ykovuv
痍	ykovva
瘗	ykovvo
奕	ykovvu
弈	ykovvu
疑	ykuaao
饴	ykuaao
肄	ykuaav
逸	ykuaoa
猗	ykuavu
劓	ykuiii
射	ykuivi
刈	ykuoii
乂	ykuoo
鹢	ykuoua
臆	ykuovo
舣	ykuuou
役	ykuuua
胰	ykuvav
迤	ykuvoa
移	ykuvua
簃	ykuvuv
匜	ykvaia
弋	ykvaoo
轶	ykvauv
夷	ykvava
酏	ykviai
勚	ykviau
颐	ykvivu
圯	ykvoav
埸	ykvooi
懿	ykvoov
鹝	ykvoua
椸	ykvova
壹	ykvovo
繄	ykvuaa
翳	ykvuao
枍	ykvuov
欹	ykvuua
殪	ykvuvo
医	ykvuvv
杙	ykvvao
椅	ykvvuo
一	ykvvv
驭	ylaaao
滪	ylaaoa
潏	ylaaoa
纡	ylaavv
隅	ylaiia
隃	ylaiiv
渝	ylaivu
予	ylaoai
羽	ylaoao
矞	ylaoia
汩	ylaoii
遹	ylaooa
豫	ylaoua
鹬	ylaoua
淤	ylaova
淯	ylaova
预	ylaovu
渔	ylauai
妤	ylauao
浴	ylauoi
娱	ylauov
妪	ylauvu
㳚	ylavuo
尉	ylavvi
鬻	ylavvo
聿	ylavvv
嵎	yliaia
髃	yliaia
嵛	yliaiv
蝓	yliaiv
愚	yliaoa
遇	yliaoa
峪	yliauo
屿	yliava
圄	yliavi
圉	yliavo
蜮	yliavo
禺	yliavv
蓣	yliiao
萸	yliiui
薁	yliiui
芋	yliivv
俣	yliovv
钰	yliovv
揄	yliuiv
觎	ylivia
悆	ylivoa
愈	ylivoa
逾	ylivoa
虞	ylivov
俞	ylivui
伛	ylivuo
龉	ylivvi
余	ylivvv
哟	yloaav
褕	yloaiv
谕	yloaiv
谀	yloaui
裕	yloauo
语	yloavi
喁	yloiav
昱	yloiov
阏	yloiov
阈	yloivo
喻	yloivu
寓	ylooia
愉	ylooiv
窬	ylooiv
誉	ylooov
窳	yloouu
唷	yloova
宇	yloovv
燏	ylouao
煜	ylouoi
燠	ylouui
於	ylovio
瘀	ylovov
庾	ylovui
瘐	ylovui
育	ylovuu
吁	ylovvi
鱼	yluaia
㺄	yluaiv
狳	yluaiv
馀	yluaiv
狱	yluaoa
饫	yluauv
鄅	yluiai
禹	yluiav
舆	yluiuo
臾	yluiva
舁	yluivu
欲	yluoua
鹆	yluoua
腴	yluuiv
艅	yluuiv
御	yluuuv
毓	yluvov
竽	yluvvv
欤	ylvaua
与	ylvavv
雨	ylviai
敔	ylviuv
榆	ylvivu
堉	ylvoov
圫	ylvouv
彧	ylvova
域	ylvovo
雩	ylvovv
郁	ylvuai
邘	ylvvai
盂	ylvvia
于	ylvvii
玉	ylvviv
瑜	ylvviv
迂	ylvvoa
棫	ylvvov
瑀	ylvvui
玙	ylvvva
泱	ypaiav
阳	ypaioi
洋	ypaouv
漾	ypaouv
蛘	ypiaou
鸯	ypiaua
央	ypiavu
钖	ypioau
佯	ypiouv
仰	ypiuaa
扬	ypiuau
旸	ypoiau
咉	ypoiav
怏	ypooia
炀	ypouau
恙	ypouoa
羕	ypouoa
烊	ypouou
养	ypouui
羊	ypouvv
疡	ypovau
痒	ypovou
卬	ypuaai
飏	ypuaau
徉	ypuuou
秧	ypuvia
氧	ypuvou
杨	ypvauu
鞅	ypviia
垟	ypvoou
样	ypvouv
殃	ypvuia
娅	ysauvi
涯	ysavuv
鸭	ysiaua
岈	ysiava
蚜	ysiava
崖	ysiavu
睚	ysiavu
芽	ysiiva
押	ysiuia
揠	ysiuvo
伢	ysivai
讶	ysoava
吖	ysooui
丫	ysouii
呀	ysovai
哑	ysovii
痖	ysovvi
猰	ysuavv
衙	ysuuvi
氩	ysuvvi
轧	ysvaaa
雅	ysvaio
牙	ysvaiu
迓	ysvaoa
鸦	ysvaua
亚	ysviio
垭	ysvovi
堐	ysvovu
砑	ysvuva
压	ysvuvo
枒	ysvvai
桠	ysvvii
玡	ysvvva
琊	ysvvva
缘	ytaaaa
院	ytaioo
贠	ytaoao
湲	ytauoo
渊	ytauou
媛	ytauuo
嫄	ytauvu
源	ytavuu
沅	ytavvu
圜	ytiaia
圆	ytiaoa
蜎	ytiaou
螈	ytiavu
园	ytiavv
苑	ytiiua
薳	ytiivo
芫	ytiivv
掾	ytiuaa
援	ytiuuo
员	ytoaoo
冤	ytoaua
宛	ytooua
鹓	ytooua
羱	ytouvu
眢	ytuaia
怨	ytuaoa
鸳	ytuaua
猿	ytuavo
爰	ytuovv
箢	ytuvoo
橼	ytvaav
鸢	ytvaua
辕	ytvavo
垸	ytvooo
袁	ytvoou
垣	ytvovo
塬	ytvovu
愿	ytvuoa
原	ytvuui
远	ytvvoa
鼋	ytvvoi
元	ytvvua
瑗	ytvvuo
缊	ywaaoi
纭	ywaavv
陨	ywaioa
涢	ywaoao
贠	ywaoao
允	ywaoua
孕	ywauai
妘	ywauvv
熨	ywavou
沄	ywavva
蕴	ywiiaa
蕰	ywiiao
菀	ywiioo
芸	ywiivv
郓	ywoaai
郧	ywoaai
晕	ywoioa
昀	ywoiua
恽	ywoooa
愠	ywoooi
煴	ywouoi
赟	ywovao
韵	ywovua
狁	ywuaao
匀	ywuaov
筼	ywuvoa
氲	ywuvoi
馧	ywuvoi
筠	ywuvvo
酝	ywvivv
鋆	ywvoiv
殒	ywvuoa
云	ywvvao
运	ywvvoa
韫	ywvvoi
耘	ywvvvv
邕	yyaaoa
涌	yyaaoi
泳	yyaoaa
勇	yyaoau
甬	yyaoia
恿	yyaooa
澭	yyaova
蛹	yyiaao
俑	yyiaoi
镛	yyioov
佣	yyiuav
拥	yyiuua
永	yyoaau
踊	yyoiao
喁	yyoiav
咏	yyooaa
慵	yyooov
㶲	yyooua
雍	yyovaa
鄘	yyovai
庸	yyovav
饔	yyovio
痈	yyovua
壅	yyovvo
鲬	yyuaao
鳙	yyuaov
用	yyuavv
臃	yyuova
栐	yyvoaa
埇	yyvoao
墉	yyvoov
幺	yzaaoo
约	yzaaua
滧	yzaovu
姚	yzauuo
媱	yzauuo
妖	yzauuv
峣	yziava
崾	yziavi
药	yziiaa
耀	yzioao
铫	yziouo
钥	yziouu
摇	yziuuo
侥	yzivau
吆	yzoaao
谣	yzoauo
曜	yzoiao
窈	yzooaa
窅	yzooia
窑	yzoouv
咬	yzoovu
疟	yzovva
乐	yzuaiu
猺	yzuauo
鳐	yzuauo
邀	yzuioa
遥	yzuooa
繇	yzuoua
鹞	yzuoua
舀	yzuoui
爻	yzuouo
肴	yzuovu
徭	yzuuuo
腰	yzuvia
夭	yzuvuo
靿	yzvaaa
轺	yzvaau
尧	yzvavu
要	yzviau
杳	yzvoii
㙘	yzvovi
垚	yzvovo
珧	yzvvuo
瑶	yzvvuo
罪	zbiaiv
蕞	zbiioi
觜	zbivua
咀	zboiav
嘴	zboivi
最	zboivi
槜	zbviov
醉	zbviov
驺	zdaaua
陬	zdaivi
揍	zdiuvv
诹	zdoavi
邹	zduaai
鲰	zduavi
鄹	zdviai
走	zdvoiv
奏	zdvvvv
泽	zeaaov
则	zeaoii
帻	zeiavv
择	zeiuao
昃	zeoivu
咋	zeouvi
啧	zeovvi
舴	zeuuuv
迮	zeuvoa
笮	zeuvuv
箦	zeuvvv
赜	zevivv
仄	zevuii
责	zevvao
拶	zfiuaa
攒	zfiuuv
寁	zfoova
咱	zfouia
糌	zfouua
昝	zfuaoi
赞	zfuvao
簪	zfuvva
錾	zfvaio
暂	zfvaoi
趱	zfvouv
瓒	zfvvuv
甾	zhaaia
崽	zhiaia
仔	zhiaiv
灾	zhooou
宰	zhooov
哉	zhuooo
载	zhuova
栽	zhuovv
再	zhviai
在	zhvuvo
组	zjaaia
阻	zjaiia
崒	zjiaov
菹	zjiiai
俎	zjiiia
镞	zjioov
祖	zjoaia
诅	zjoaia
蹴	zjoiov
足	zjoivu
卒	zjovii
族	zjovuv
租	zjuvia
珇	zjvvia
淄	zkaaaa
缁	zkaaaa
甾	zkaaia
孖	zkaiai
孜	zkaiuv
子	zkaivv
滓	zkaooa
滋	zkaouv
姊	zkauua
渍	zkavvi
虸	zkiaai
仔	zkiaiv
眦	zkiaiv
嵫	zkiaou
茲	zkiiaa
茈	zkiiiv
锱	zkioaa
镃	zkioou
紫	zkivaa
赀	zkivao
龇	zkiviv
訾	zkivov
觜	zkivua
谘	zkoaov
呲	zkoivi
字	zkooai
嗞	zkoouv
兹	zkouaa
孳	zkouai
籽	zkouai
吱	zkouoa
资	zkovao
姿	zkovau
恣	zkovoa
咨	zkovoo
粢	zkovou
鲻	zkuaaa
自	zkuiav
秭	zkuvua
笫	zkuvua
辎	zkvaaa
鄑	zkviai
鼒	zkviia
髭	zkviiv
趑	zkvoov
梓	zkvovo
耔	zkvvai
阼	zlaiuv
岞	zliauv
坐	zliivo
挫	zliuii
撮	zliuoi
做	zliuoo
捽	zliuov
作	zliuvi
佐	zlivuv
祚	zloauv
唑	zloiiv
昨	zloiuv
嘬	zlooiv
怍	zloouv
座	zlovii
胙	zluuvi
笮	zluvuv
酢	zlviuv
左	zlvuvi
柞	zlvuvi
琢	zlvvvu
谮	znoava
怎	znuvoa
驵	zpaaia
牂	zpaiou
奘	zpaivu
赃	zpaoov
葬	zpiivu
藏	zpiivu
脏	zpuovu
臧	zpvuvi
综	zraaoo
缯	zraaou
赠	zraoou
罾	zriaou
锃	zrioov
憎	zrooou
鄫	zrouai
䎖	zrouao
曾	zrouoi
甑	zrouva
矰	zruvou
增	zrvoou
扎	zsiuaa
拶	zsiuaa
咱	zsouia
咋	zsouvi
咂	zsovia
杂	zsuavv
臜	zsuouv
匝	zsviai
砸	zsvuvi
缵	ztaauv
赚	ztaoou
钻	ztioiv
攥	ztiuuv
躜	ztoiuv
纂	ztuvia
贼	zwaovv
嶟	zwiaou
𨱔	zwioou
僔	zwiouv
撙	zwiuou
蹲	zwoiou
噂	zwoouv
遵	zwouoa
尊	zwouvi
鲗	zwuaao
鳟	zwuaou
樽	zwvouv
纵	zyaaii
综	zyaaoo
倧	zyiooa
偬	zyiuau
踪	zyoioo
宗	zyoovv
总	zyouoa
粽	zyouoo
疭	zyovii
腙	zyuooa
枞	zyviii
鬃	zyvioo
棕	zyvooa
鬷	zyvouo
蚤	zzaoia
澡	zzaooo
藻	zziiao
凿	zziiou
躁	zzoioo
早	zzoiuo
噪	zzoooo
慥	zzoouv
唣	zzouia
燥	zzouoo
糟	zzouvi
灶	zzouvo
皂	zzuiva
造	zzuvoa
簉	zzuvuv
遭	zzvioa
枣	zzvioo
𥖨	zzvuoo
璪	zzvvoo
